kpgc02s195,4P///wAIAAAYAAAAPQGQwACKKNEACpjFAeByaFUAPIZANsEB9D4cRgKy,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,yes
kpgc02s197,4P///wAIAAAcAAAAyQA4kMAAiijRAAqOCEBobkKCdtwU/QA8hnjy7PQ+aLI=,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,no
kpgc02s198,4P///wAIAAAfAAAAPQGQUmwAhgIo0QAKTCwcXnZCxkRcsGLdAIZ4NFUB9D5kAhqW,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,yes
kpgc02s199,4P///wAIAAAfAAAAPQGQUmwAhgIo0QAKTCwcXnZCxkRcsGLdAIZ4NFUB9D5kAhqW,4P///wAIAAARAAAA1AEAZQCEBQFxAOUBoMUBCN0CMDaQYlYE/g==,yes
kpgc02s202,4P///wAIAAAfAAAAPQGQUmwAhgIo0QAKTCwcXnZCxkRcsGLdAIZ4NFUB9D5kAhqW,4P///wAIAAATAAAA5EkCdQDMcQBhAtyK3EhGiKRBAPRWFGBOPA==,no
kpgc02s203,4P///wAIAAAfAAAAPQGQUmwAhgIo0QAKTCwcXnZCxkRcsGLdAIZ4NFUB9D5kAhqW,4P///wAIAAAZAAAA5MbQdBSEBQGAtgLtAhjFAQhgIgCiNQAmaCLQVhTu,yes
kpgc02s206,4P///wAIAAAfAAAAPQGQUmwAhgIo0QAKTCwcXnZCxkRcsGLdAIZ4NFUB9D5kAhqW,4P///wAIAAAcAAAAoIkBDJSU5QBYbA5cAoB8COhwFQGGFH4a8QEcDgryVgT+,no
Kpgc02s212,4P///wAIAAAcAAAAyQA4kMAAiijRAAqOCEBobkKCdtwU/QA8hnjy7PQ+aLI=,4P///wAIAAAXAAAALQFUVLAUhAT5AHEAXp0BABCgKAbBAMUD0CI0IELA,no
Kpgc02s213,4P///wAIAAAeAAAALQEGkMAAiijOmAqYxQF2ZgAeUmh1ACzukEYxANAiFiZoPnI=,4P///wAIAAARAAAA1GkChAUBmpzKkQEkeQEI1QEiXmj0VgkA,no
Kpgc02s228,4P///wAIAAAcAAAAlQBSEH7AAIootrAKmKQEbsZ23CkBPIZ4tQCEkGI+aLI=,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,no
Kpgc02s229,4P///wAIAAAfAAAAPQGQUmwAhgIo0QAKTCwcXnZCxkRcsGLdAIZ4NFUB9D5kAhqW,4P///wAIAAAMAAAA1GkChAUBcQApA8UBCN0CaPRWCQA=,no
Kpgc02s230,4P///wAIAAAiAAAAoMY0IG4apACGAijRAAqYNQAKZDYcokxiYt0AhnjFAHz0Piw2ArAA,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,yes
Kpgc02s232,4P///wAIAAAeAAAALQEGkMAAiijOmAqYxQF2ZgAeUmh1ACzukEYxANAiFiZoPnI=,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,yes
kpgc02s201,4P///wAIAAAfAAAAPQGQUmwAhgIo0QAKTCwcXnZCxkRcsGLdAIZ4NFUB9D5kAhqW,4P///wAIAAAQAAAA1GkChAUBvHopA7kAhAhhAbxoNrxWCQA=,no
kpgc02s208,4P///wAIAAAeAAAALQEGkMAAiijOmAqYxQF2ZgAeUmh1ACzukEYxANAiFiZoPnI=,4P///wAIAAAXAAAALQFUVLAUhAT5AHEAXp0BABCgKAbBAMUD0CI0IELA,no
kpgc02s233,4P///wAIAAAcAAAArQFEYDxMEQJWKBIpAAEAfjwAHrp+sjS+9PQ2kGJc1ggc,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,yes
Kpgc02s244,4P///wAIAAAeAAAAMkUBRGA8rQJWKBIEHQBYpn4+HmbS6L70PiKQNpBiXNYIHA==,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,yes
kpgc02s246,4P///wAIAAAeAAAAMkUBRGA8rQJWKBIEHQBYpn4+HmbS6L70PiKQNpBiXNYIHA==,4P///wAIAAAXAAAAVQLehMS8mmowMlLVAKCsLgkACAq9AYIwNvRWCQA=,yes
kpgc02s247,4P///wAIAAAhAAAAMhCGEQBERBo8rQIuJigSgJIBAH4+Hjz86Aa29PQ2kGJcQpIIHA==,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,yes
kpgc02s248,4P///wAIAAAiAAAAuQB4GkBIGiCtAlYAJhLmLBTqfj4edQDovnZ89DaQCFgkNmJyCBw=,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,yes
,4P///wAIAAAdAAAAApxpAF5GPK0CVigSLQJ+PgQYZjScemysENUBNpAEKDJc/g==,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,
,4P///wAIAAAaAAAAoHS+dDA8rQJWKBIFACUAfj4edQB6bJIYENUBNpBiXP4=,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,
249,4P///wAIAAAnAAAAMpUAVqY8Bq49AVYoABA2ajwyFOp+Ph5iLh6G6LwA9AQI5DaQYlxUgAgc,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,
250,4P///wAIAAAhAAAAMhCG4mpEGjxJAbAuJigSgDJeAQCYJB48/OgGtvSmhPSgkggc,4P///wAIAAAOAAAA1GkChAUBcQBhAmJ40QAIsQP0VoZ8,
